Taxon	Kleb_Pneu_UCI69_V1	Kleb_Pneu_UCI70_V1	Kleb_Pneu_UCI75_V1	Kleb_Pneu_UCI76_V1	Kleb_Pneu_UCI81_V1	Kleb_Pneu_UCI82_V1	Kleb_Pneu_UCI91_V1	Kleb_Pneu_UCI92_V1	Kleb_Pneu_UCI93_V1	Kleb_Pneu_UCI94_V1	Kleb_Pneu_UCI95_V1	Kleb_Pneu_UCI96_V1	Kleb_pneu_BIDMC122	Kleb_pneu_BIDMC123	Kleb_pneu_BIDMC124	Kleb_pneu_BIDMC85_V1	Kleb_pneu_BIDMC86_V1	Kleb_pneu_BIDMC89_V1	Kleb_pneu_BIDMC91_V1	Kleb_pneu_BIDMC96_V1	Kleb_pneu_BIDMC_10_V1	Kleb_pneu_BIDMC_11_V1	Kleb_pneu_BIDMC_12A_V1	Kleb_pneu_BIDMC_12B_V1	Kleb_pneu_BIDMC_12C_V1	Kleb_pneu_BIDMC_13_V1	Kleb_pneu_BIDMC_14_V1	Kleb_pneu_BIDMC_16_V1	Kleb_pneu_BIDMC_18A_V1	Kleb_pneu_BIDMC_18B_V1	Kleb_pneu_BIDMC_18C_V1	Kleb_pneu_BIDMC_18D_V1	Kleb_pneu_BIDMC_1_V1	Kleb_pneu_BIDMC_21_V1	Kleb_pneu_BIDMC_22_V1	Kleb_pneu_BIDMC_23_V1	Kleb_pneu_BIDMC_24_V1	Kleb_pneu_BIDMC_25_V1	Kleb_pneu_BIDMC_2A_V1	Kleb_pneu_BIDMC_31_V1	Kleb_pneu_BIDMC_32_V1	Kleb_pneu_BIDMC_33B_V1	Kleb_pneu_BIDMC_34_V1	Kleb_pneu_BIDMC_35_V1	Kleb_pneu_BIDMC_36_V1	Kleb_pneu_BIDMC_40_V1	Kleb_pneu_BIDMC_41_V1	Kleb_pneu_BIDMC_42a_V1	Kleb_pneu_BIDMC_42b_V1	Kleb_pneu_BIDMC_45_V1	Kleb_pneu_BIDMC_46a_V1	Kleb_pneu_BIDMC_46b_V1	Kleb_pneu_BIDMC_47_V1	Kleb_pneu_BIDMC_48_V1	Kleb_pneu_BIDMC_4_V1	Kleb_pneu_BIDMC_51_V1	Kleb_pneu_BIDMC_52_V1	Kleb_pneu_BIDMC_53_V1	Kleb_pneu_BIDMC_54_V1	Kleb_pneu_BIDMC_55_V1	Kleb_pneu_BIDMC_5_V1	Kleb_pneu_BIDMC_60_V1	Kleb_pneu_BIDMC_68_V1	Kleb_pneu_BIDMC_69_V1	Kleb_pneu_BIDMC_7A_V1	Kleb_pneu_BIDMC_7B_V1	Kleb_pneu_BWH53_V1	Kleb_pneu_BWH58_V1	Kleb_pneu_BWH62_V1	Kleb_pneu_BWH66_V1	Kleb_pneu_BWH67_V1	Kleb_pneu_BWH_15_V1	Kleb_pneu_BWH_22_V1	Kleb_pneu_BWH_28_V1	Kleb_pneu_BWH_2_V1	Kleb_pneu_BWH_30_V1	Kleb_pneu_BWH_36_V1	Kleb_pneu_BWH_41_V1	Kleb_pneu_BWH_45_V1	Kleb_pneu_BWH_46_V1	Kleb_pneu_BWH_47_V1	Kleb_pneu_BWH_48_V1	Kleb_pneu_BWH_78	Kleb_pneu_MGH101_V1	Kleb_pneu_MGH102_V1	Kleb_pneu_MGH111_V1	Kleb_pneu_MGH112_V1	Kleb_pneu_MGH115_V1	Kleb_pneu_MGH116_V1	Kleb_pneu_MGH117_V1	Kleb_pneu_MGH118_V1	Kleb_pneu_MGH124_V1	Kleb_pneu_MGH125_V1	Kleb_pneu_MGH126_V1	Kleb_pneu_MGH133_V1	Kleb_pneu_MGH134_V1	Kleb_pneu_MGH140_V1	Kleb_pneu_MGH147_V1	Kleb_pneu_MGH148_V1	Kleb_pneu_MGH149_V1	Kleb_pneu_MGH150	Kleb_pneu_MGH153_V1	Kleb_pneu_MGH155_V1	Kleb_pneu_MGH156_V1	Kleb_pneu_MGH157_V1	Kleb_pneu_MGH158_V1	Kleb_pneu_MGH161_V1	Kleb_pneu_MGH162_V1	Kleb_pneu_MGH165_V1	Kleb_pneu_MGH166_V1	Kleb_pneu_MGH167_V1	Kleb_pneu_MGH168_V1	Kleb_pneu_MGH171_V1	Kleb_pneu_MGH172_V1	Kleb_pneu_MGH181_V1	Kleb_pneu_MGH182	Kleb_pneu_MGH185_V1	Kleb_pneu_MGH186_V1	Kleb_pneu_MGH189	Kleb_pneu_MGH190	Kleb_pneu_MGH191	Kleb_pneu_MGH192	Kleb_pneu_MGH193	Kleb_pneu_MGH201	Kleb_pneu_MGH202	Kleb_pneu_MGH203	Kleb_pneu_MGH204	Kleb_pneu_MGH205	Kleb_pneu_MGH206	Kleb_pneu_MGH211	Kleb_pneu_MGH221	Kleb_pneu_MGH222	Kleb_pneu_MGH227	Kleb_pneu_MGH228	Kleb_pneu_MGH229	Kleb_pneu_MGH230	Kleb_pneu_MGH235	Kleb_pneu_MGH251	Kleb_pneu_MGH252	Kleb_pneu_MGH81_V1	Kleb_pneu_MGH82_V1	Kleb_pneu_MGH83	Kleb_pneu_MGH84_V1	Kleb_pneu_MGH89_V1	Kleb_pneu_MGH90_V1	Kleb_pneu_MGH91_V1	Kleb_pneu_MGH93_V1	Kleb_pneu_MGH94_V1	Kleb_pneu_MGH95_V1	Kleb_pneu_MGH97_V1	Kleb_pneu_MGH98_V1	Kleb_pneu_MGH_17_V1	Kleb_pneu_MGH_18_V1	Kleb_pneu_MGH_19_V1	Kleb_pneu_MGH_21_V1	Kleb_pneu_MGH_29_V1	Kleb_pneu_MGH_30_V1	Kleb_pneu_MGH_31_V1	Kleb_pneu_MGH_32_V1	Kleb_pneu_MGH_35_V1	Kleb_pneu_MGH_36_V1	Kleb_pneu_MGH_39_V1	Kleb_pneu_MGH_43_V1	Kleb_pneu_MGH_45_V1	Kleb_pneu_MGH_46_V1	Kleb_pneu_MGH_47_V1	Kleb_pneu_MGH_48_V1	Kleb_pneu_MGH_51_V1	Kleb_pneu_MGH_52_V1	Kleb_pneu_MGH_59_V1	Kleb_pneu_MGH_60_V1	Kleb_pneu_MGH_63_V1	Kleb_pneu_MGH_64_V1	Kleb_pneu_MGH_65_V1	Kleb_pneu_MGH_66_V1	Kleb_pneu_MGH_67_V1	Kleb_pneu_MGH_69_V1	Kleb_pneu_MGH_70_V1	Kleb_pneu_MGH_71_V1	Kleb_pneu_MGH_72_V1	Kleb_pneu_MGH_73_V1	Kleb_pneu_MGH_74_V1	Kleb_pneu_MGH_75_V1	Kleb_pneu_MGH_79_V1	Kleb_pneu_UCI105_V1	Kleb_pneu_UCI106_V1	Kleb_pneu_UCI107_V1	Kleb_pneu_UCI108_V1	Kleb_pneu_UCI109_V1	Kleb_pneu_UCI110_V1	Kleb_pneu_UCI111_V1	Kleb_pneu_UCI112_V1	Kleb_pneu_UCI113_V1	Kleb_pneu_UCI114_V1	Kleb_pneu_UCI115_V1	Kleb_pneu_UCI116_V1	Kleb_pneu_UCI117_V1	Kleb_pneu_UCI118_V1	Kleb_pneu_UCI149	Kleb_pneu_UCI150	Kleb_pneu_UCI163	Kleb_pneu_UCI164	Kleb_pneu_UCI171	Kleb_pneu_UCI172	Kleb_pneu_UCI177	Kleb_pneu_UCI181	Kleb_pneu_UCI182	Kleb_pneu_UCI185	Kleb_pneu_UCI186	Kleb_pneu_UCI187	Kleb_pneu_UCI188	Kleb_pneu_UCI189	Kleb_pneu_UCI190	Kleb_pneu_UCICRE-123	Kleb_pneu_UCICRE-124	Kleb_pneu_UCICRE-125	Kleb_pneu_UCICRE-126	Kleb_pneu_UCICRE-130	Kleb_pneu_UCICRE-133	Kleb_pneu_UCICRE-134	Kleb_pneu_UCICRE-137	Kleb_pneu_UCICRE-138	Kleb_pneu_UCICRE-139	Kleb_pneu_UCICRE-140	Kleb_pneu_UCICRE-145	Kleb_pneu_UCI_13_V1	Kleb_pneu_UCI_17_V1	Kleb_pneu_UCI_19_V1	Kleb_pneu_UCI_1_V1	Kleb_pneu_UCI_20_V1	Kleb_pneu_UCI_21_V1	Kleb_pneu_UCI_22_V1	Kleb_pneu_UCI_25_V1	Kleb_pneu_UCI_26_V1	Kleb_pneu_UCI_2_V1	Kleb_pneu_UCI_33_V1	Kleb_pneu_UCI_34_V1	Kleb_pneu_UCI_37_V1	Kleb_pneu_UCI_38_V1	Kleb_pneu_UCI_41_V1	Kleb_pneu_UCI_42_V1	Kleb_pneu_UCI_43_V1	Kleb_pneu_UCI_44_V1	Kleb_pneu_UCI_4_V1	Kleb_pneu_UCI_55_V1	Kleb_pneu_UCI_56_V1	Kleb_pneu_UCI_59_V1	Kleb_pneu_UCI_60_V1	Kleb_pneu_UCI_61_V1	Kleb_pneu_UCI_62_V1	Kleb_pneu_UCI_63_V1	Kleb_pneu_UCI_64_V1	Kleb_pneu_UCI_67_V1	Kleb_pneu_UCI_68_V1	Kleb_pneu_UCI_6_V1	Kleb_pneu_UCI_7_V1	Kleb_pneu_UCI_8_V1
Kleb_pneu_BIDMC_46a_V1	2071	2207	2075	2294	2076	2012	2077	2256	2077	2563	2072	2212	2209	2221	2221	2228	2237	2137	2160	1884	2066	2246	2070	2068	2069	2066	2070	2066	2067	2066	2066	21	2072	20	2029	2250	2169	2230	2066	2165	2066	2221	2067	2135	2094	2119	1	2072	2072	2067	0	2095	2261	83	2068	2152	2112	0	2071	2182	2066	2068	2068	2151	2073	2072	2069	2160	2121	2160	2186	2108	2074	2206	2241	2227	2071	2075	2069	2134	2071	2168	2155	2211	2012	2217	2112	2218	2247	2219	2121	2245	2075	2194	2217	2119	2071	2123	2122	2123	2157	2078	2218	2257	2259	2210	2123	2122	2156	168	2122	2196	2216	2018	2071	2261	2212	550	1998	2122	2218	3067	2134	2218	2189	2218	2206	2194	2553	2215	2165	2202	2141	2127	2206	2214	2205	2237	2155	2217	324	548	2243	2137	2099	2069	2135	2236	2069	2338	2143	2183	2193	2477	2242	2066	526	2076	2252	2138	2240	1982	2188	2075	2224	47	2142	2071	2337	2076	2163	2217	2251	2217	2132	2068	2079	2213	2070	332	2069	2091	2217	2075	2073	1993	2196	2246	2084	2234	2210	3064	2088	2093	2113	2219	2081	2139	2222	324	2074	2138	2080	2115	2079	2165	2278	2073	1996	2018	2280	2169	2216	2130	2194	2188	2126	2174	2069	1973	2075	2322	2069	2174	2075	2084	2068	2078	2070	2145	2082	2075	1999	2143	329	2077	2156	2084	2075	2076	2285	2077	2077	2224	2077	2203	2080	2081	2078	2124	2078	2134	2072	471	2286	2123	661
Kleb_pneu_BIDMC_46b_V1	2103	2246	2107	2277	2108	2017	2109	2239	2109	2554	2104	2224	2174	2233	2233	2278	2285	2275	2256	1826	2098	2222	2102	2100	2101	2098	2102	2098	2099	2098	2098	2092	2104	2091	2159	2255	2173	2207	2098	2222	2098	2233	2099	2273	2163	2177	2094	2104	2104	2099	2095	0	2283	2094	2100	2144	2140	2095	2103	2171	2098	2100	2100	2260	2105	2104	2101	2256	2205	2256	2261	1975	2106	2254	2273	2240	2103	2107	2101	2221	2103	2280	2177	2223	2017	2229	2056	2230	2250	2231	2130	2221	2107	2192	2229	1996	2103	2132	2131	2132	2184	2110	2230	2262	2235	2196	2132	2131	2252	2097	2131	2178	2228	2023	2103	2259	2222	2073	2082	2131	2230	3057	2134	2230	2251	2230	2217	2157	2532	2265	2234	2214	2177	2263	2271	2224	2270	2302	2232	2229	2077	2071	2246	2144	2197	2101	2140	2288	2101	2270	2174	2210	2252	2420	2247	2098	2123	2108	2255	2145	2299	2096	2151	2107	2198	2094	2178	2103	2271	2108	2275	2229	2310	2229	2253	2100	2107	2278	2102	2079	2101	2099	2229	2107	2105	2119	2116	2304	2116	2284	2216	3089	2119	2152	2142	2231	2112	2123	2235	2077	2106	2123	2112	2220	2111	2261	2286	2105	2172	2023	2260	2265	2283	2176	2259	2151	2131	2210	2101	2002	2107	2256	2101	2195	2107	2115	2102	2109	2102	2145	2113	2107	2049	2165	2082	2109	2239	2116	2107	2108	2265	2109	2109	2198	2109	2209	2111	2095	2110	2182	2109	2270	2104	2102	2266	2257	2119
Kleb_pneu_BIDMC_47_V1	2226	2173	2230	2378	2231	2206	2232	2193	2232	2635	2227	2084	2248	2091	2091	2263	2270	2328	2321	2254	2221	2061	2225	2223	2224	2221	2225	2221	2222	2221	2221	2258	2227	2257	2283	2334	2283	2112	2221	2266	2221	2091	2222	2322	2363	2255	2260	2227	2227	2222	2261	2283	0	2258	2223	2254	2250	2261	2226	2280	2221	2223	2223	2329	2228	2227	2224	2321	2294	2321	2149	2261	2229	2230	2261	2298	2226	2230	2224	2225	2226	2323	2261	2081	2206	2087	2226	2088	2331	2089	2234	2060	2230	2200	2087	2254	2226	2236	2235	2236	2210	2233	2088	2390	2074	2305	2236	2235	2317	2267	2235	2197	2086	2212	2226	2134	2174	2241	2228	2235	2088	3172	2232	2088	2322	2088	2137	2323	2644	2353	2325	2072	2246	2320	2374	2176	2373	2195	2253	2087	2218	2239	2327	2385	2253	2224	2389	2273	2224	2447	2316	2316	2359	2476	2326	2221	2257	2231	2336	2386	2171	2278	2317	2230	2050	2260	2247	2226	2444	2231	2318	2087	2180	2087	2290	2223	2238	2383	2225	2220	2224	2222	2087	2230	2228	2293	2299	2177	2239	2269	2317	3202	2243	2365	2268	2089	2236	2240	2093	2218	2229	2252	2235	2121	2234	2326	2388	2228	2345	2212	2384	2330	2332	2257	2364	2317	2380	2127	2224	2196	2230	2431	2224	2339	2230	2239	2225	2233	2225	2243	2237	2230	2214	2335	2223	2232	2262	2239	2230	2231	2389	2232	2232	2050	2232	2308	2235	2249	2233	2252	2233	2325	2227	2244	2390	2308	2285
Kleb_pneu_BIDMC_48_V1	2070	2210	2074	2295	2075	2009	2076	2249	2076	2562	2071	2207	2204	2216	2216	2229	2238	2134	2159	1879	2065	2239	2069	2067	2068	2065	2069	2065	2066	2065	2065	80	2071	79	2028	2239	2172	2225	2065	2156	2065	2216	2066	2132	2085	2120	82	2071	2071	2066	83	2094	2258	0	2067	2153	2111	83	2070	2187	2065	2067	2067	2146	2072	2071	2068	2159	2114	2159	2183	2109	2073	2207	2242	2222	2070	2074	2068	2135	2070	2165	2150	2206	2009	2212	2108	2213	2236	2214	2120	2238	2074	2191	2212	2116	2070	2122	2121	2122	2160	2077	2213	2254	2252	2215	2122	2121	2155	175	2121	2191	2211	2015	2070	2260	2211	543	1989	2121	2213	3064	2135	2213	2186	2213	2201	2193	2552	2212	2160	2197	2138	2124	2203	2213	2202	2234	2152	2212	331	541	2232	2124	2096	2068	2122	2237	2068	2331	2138	2176	2190	2472	2231	2065	519	2075	2241	2125	2235	1981	2187	2074	2217	82	2139	2070	2330	2075	2160	2212	2246	2212	2129	2067	2078	2210	2069	339	2068	2090	2212	2074	2072	1994	2199	2241	2083	2235	2217	3063	2087	2086	2112	2214	2080	2136	2217	331	2073	2139	2079	2110	2078	2164	2275	2072	1989	2015	2277	2168	2217	2119	2191	2187	2113	2167	2068	1978	2074	2315	2068	2171	2074	2083	2067	2077	2069	2146	2081	2074	1995	2130	336	2076	2151	2083	2074	2075	2282	2076	2076	2217	2076	2210	2079	2076	2077	2123	2077	2131	2071	464	2283	2120	660
Kleb_pneu_BIDMC_4_V1	7	2168	11	2242	12	1972	13	2237	13	2537	8	2205	2190	2214	2214	2201	2208	2222	2221	1978	2	2190	6	4	5	2	6	2	3	2	2	2065	10	2064	2170	2253	2131	2147	2	2126	2	2214	3	2220	2201	2111	2067	8	8	3	2068	2100	2223	2067	0	2094	2046	2068	7	2177	2	4	4	2211	9	8	5	2221	2115	2221	2252	2056	10	2238	2266	2197	7	13	5	2094	7	2207	2161	2204	1972	2210	2075	2211	2248	2212	2048	2189	11	2214	2210	2057	7	2050	2049	2050	2194	16	2211	2258	2203	2206	2050	2049	2217	2012	2049	2219	2209	1978	7	2238	2183	2057	2029	2049	2211	3089	2076	2211	2141	2211	2164	2113	2537	2206	2206	2195	2174	2210	2237	2185	2236	2224	2135	2210	1985	2055	2244	2246	2126	5	2250	2211	5	2271	2214	2191	2228	2425	2243	2	2075	12	2253	2247	2266	2085	2107	11	2182	2067	2175	7	2268	14	2202	2210	2277	2210	2127	4	61	2244	6	1983	5	2108	2210	11	9	2071	2223	2271	20	2207	2201	3116	24	2226	49	2212	17	2080	2216	1985	10	2073	16	2150	15	2226	2333	9	2176	1978	2228	2230	2254	2180	2225	2107	2241	2171	5	2035	11	2255	5	2178	11	20	46	14	6	2087	18	11	2058	2160	1988	13	2148	20	11	12	2233	13	13	2182	13	2192	16	2103	14	2107	14	2217	8	2054	2234	2208	2081
Kleb_pneu_BIDMC_51_V1	2097	2266	2101	2233	2102	2059	2103	2229	2103	2543	2098	2186	2198	2191	2191	2208	2218	2173	2191	2012	2092	2198	2096	2094	2095	2092	2096	2092	2093	2092	2092	2149	2098	2148	2131	2261	2105	2190	2092	2197	2092	2191	2093	2169	2193	2148	2151	2098	2098	2093	2152	2144	2254	2153	2094	0	2018	2152	2097	2105	2092	2094	2094	2171	2099	2098	2095	2191	2145	2191	2261	2172	2100	2255	2315	2204	2097	2101	2095	2151	2097	2174	2042	2183	2059	2189	2094	2190	2256	2191	2018	2197	2101	2171	2189	2181	2097	2020	2019	2020	2172	2104	2190	2251	2211	2140	2020	2019	2187	2146	2019	2153	2188	2065	2097	2209	2170	2148	2096	2019	2190	2997	98	2190	2159	2190	2175	2108	2540	2121	2198	2174	2161	2163	2206	2172	2205	2236	2152	2189	2117	2146	2252	2291	2103	2095	2291	2216	2095	2278	2120	2225	2199	2476	2251	2092	2164	2102	2261	2292	2255	2127	2102	2101	2182	2151	2162	2097	2277	2102	2169	2189	2264	2189	2151	2094	2101	2213	2096	2119	2095	2140	2189	2101	2099	2067	2170	2260	2110	2214	2206	3029	2114	2214	2139	2191	2107	2158	2195	2117	2100	703	2106	2185	2105	2196	2286	2099	2110	2065	2228	2200	2257	2196	2194	2102	2282	2231	2095	1982	2101	2262	2095	2135	2101	2110	2096	2104	2096	109	2108	2101	2084	2142	2122	2103	2147	2110	2101	2102	2233	2103	2103	2182	2103	2197	2106	2102	2104	2151	2104	2170	2098	2139	2234	2159	2159
Kleb_pneu_BIDMC_52_V1	2049	2228	2053	2074	2054	2050	2055	2219	2055	2497	2050	2145	2137	2152	2152	2206	2214	2110	2081	2058	2044	2152	2048	2046	2047	2044	2048	2044	2045	2044	2044	2109	2050	2108	2116	2224	2097	2183	2044	2127	2044	2152	2045	2108	2194	2097	2111	2050	2050	2045	2112	2140	2250	2111	2046	2018	0	2112	2049	2122	2044	2046	2046	2089	2051	2050	2047	2081	2108	2081	2224	2087	2052	2226	2248	2154	2049	2053	2047	2122	2049	2099	2103	2142	2050	2148	2041	2149	2219	2150	354	2151	2053	2177	2148	2094	2049	356	355	356	2146	2056	2149	2053	2165	2150	356	355	2077	2110	355	2147	2147	2056	2049	2197	2149	2109	2075	355	2149	2998	2001	2149	2087	2149	2168	2142	2487	2233	2122	2133	2112	2098	2127	2151	2126	2260	2122	2148	2080	2107	2215	2235	2073	2047	2235	2216	2047	2282	1434	2123	2112	2405	2214	2044	2117	2054	2224	2236	2195	2082	2136	2053	2132	2111	2113	2049	2281	2054	2094	2148	2206	2148	2071	2046	2053	2132	2048	2082	2047	2070	2148	2053	2051	2065	2154	2200	2062	2212	2155	2997	2066	2192	2091	2150	2059	2095	2154	2080	2052	1990	2058	2145	2057	2086	2177	2051	1507	2056	2247	2090	2257	2086	2115	2136	2226	2123	2047	2015	2053	2266	2047	1471	2053	2062	2046	2056	2048	2012	2060	2053	2092	1672	2085	2055	2135	2062	2053	2054	2252	2055	2055	2132	2055	2146	2058	2028	2056	2096	2056	2105	2050	2096	2253	2092	2113
Kleb_pneu_BIDMC_53_V1	2071	2207	2075	2294	2076	2012	2077	2256	2077	2563	2072	2212	2209	2221	2221	2228	2237	2137	2160	1884	2066	2246	2070	2068	2069	2066	2070	2066	2067	2066	2066	21	2072	20	2029	2250	2169	2230	2066	2165	2066	2221	2067	2135	2094	2119	1	2072	2072	2067	0	2095	2261	83	2068	2152	2112	0	2071	2182	2066	2068	2068	2151	2073	2072	2069	2160	2121	2160	2186	2108	2074	2206	2241	2227	2071	2075	2069	2134	2071	2168	2155	2211	2012	2217	2112	2218	2247	2219	2121	2245	2075	2194	2217	2119	2071	2123	2122	2123	2157	2078	2218	2257	2259	2210	2123	2122	2156	168	2122	2196	2216	2018	2071	2261	2212	550	1998	2122	2218	3067	2134	2218	2189	2218	2206	2194	2553	2215	2165	2202	2141	2127	2206	2214	2205	2237	2155	2217	324	548	2243	2137	2099	2069	2135	2236	2069	2338	2143	2183	2193	2477	2242	2066	526	2076	2252	2138	2240	1982	2188	2075	2224	47	2142	2071	2337	2076	2163	2217	2251	2217	2132	2068	2079	2213	2070	332	2069	2091	2217	2075	2073	1993	2196	2246	2084	2234	2210	3064	2088	2093	2113	2219	2081	2139	2222	324	2074	2138	2080	2115	2079	2165	2278	2073	1996	2018	2280	2169	2216	2130	2194	2188	2126	2174	2069	1973	2075	2322	2069	2174	2075	2084	2068	2078	2070	2145	2082	2075	1999	2143	329	2077	2156	2084	2075	2076	2285	2077	2077	2224	2077	2203	2080	2081	2078	2124	2078	2134	2072	471	2286	2123	661
Kleb_pneu_BIDMC_54_V1	10	2171	14	2245	15	1975	16	2240	16	2540	11	2208	2193	2217	2217	2204	2211	2225	2224	1981	5	2193	9	7	8	5	9	5	6	5	5	2068	13	2067	2173	2256	2134	2150	5	2129	5	2217	6	2223	2204	2114	2070	3	3	6	2071	2103	2226	2070	7	2097	2049	2071	0	2180	5	7	7	2214	4	3	8	2224	2118	2224	2255	2059	13	2241	2269	2200	2	16	8	2097	10	2210	2164	2207	1975	2213	2078	2214	2251	2215	2051	2192	14	2217	2213	2060	10	2053	2052	2053	2197	19	2214	2261	2206	2209	2053	2052	2220	2015	2052	2222	2212	1981	10	2241	2186	2060	2032	2052	2214	3092	2079	2214	2144	2214	2167	2116	2540	2209	2209	2198	2177	2213	2240	2188	2239	2227	2138	2213	1988	2058	2247	2249	2129	8	2253	2214	8	2274	2217	2194	2231	2428	2246	5	2078	15	2256	2250	2269	2088	2110	14	2185	2070	2178	10	2271	17	2205	2213	2280	2213	2130	7	64	2247	9	1986	8	2111	2213	14	12	2074	2226	2274	23	2210	2204	3119	27	2229	52	2215	20	2083	2219	1988	13	2076	19	2153	18	2229	2336	12	2179	1981	2231	2233	2257	2183	2228	2110	2244	2174	8	2038	14	2258	8	2181	14	23	49	17	9	2090	21	14	2061	2163	1991	16	2151	23	14	15	2236	16	16	2185	16	2195	19	2106	17	2110	17	2220	11	2057	2237	2211	2084
Kleb_pneu_BIDMC_55_V1	2180	2280	2184	2261	2185	2081	2186	2335	2186	2592	2181	2214	2222	2219	2219	2285	2294	2188	2166	2184	2175	2203	2179	2177	2178	2175	2179	2175	2176	2175	2175	2179	2181	2178	2159	2288	2169	2198	2175	2233	2175	2219	2176	2186	2252	2204	2181	2181	2181	2176	2182	2171	2280	2187	2177	2105	2122	2182	2180	0	2175	2177	2177	2170	2182	2181	2178	2168	2168	2168	2287	2107	2183	2278	2271	2260	2180	2184	2178	2200	2180	2185	2170	2211	2081	2217	2188	2218	2283	2219	2090	2202	2184	2224	2217	2124	2180	2092	2091	2092	2218	2187	2218	2296	2216	124	2092	2091	2164	2174	2091	2172	2216	2087	2180	2282	2216	2156	2064	2091	2218	3129	2093	2218	2209	2218	2169	2221	2585	2214	2163	2202	2124	2177	2198	2218	2197	2255	2231	2217	2134	2154	2279	2286	2132	2178	2286	2295	2178	2284	2184	2167	2191	2484	2278	2175	2174	2185	2288	2287	2284	2108	2215	2184	2195	2181	2125	2180	2281	2185	2180	2217	2297	2217	2204	2177	2186	2205	2179	2136	2178	2097	2217	2184	2182	2171	2226	2289	2193	2291	2246	3157	2197	2272	2222	2219	2190	2157	2223	2134	2183	2144	2189	2209	2188	2173	2277	2182	2215	2087	2277	2177	2280	2167	2185	2215	2277	2229	2178	2091	2184	2265	2178	2209	2184	2193	2179	2187	2179	2104	2191	2184	2110	2181	2138	2186	2238	2193	2184	2185	2282	2186	2186	2195	2186	2237	2189	2163	2187	2207	2187	2185	2181	2141	2283	2176	2158
Kleb_pneu_BIDMC_5_V1	5	2166	9	2240	10	1970	11	2235	11	2535	6	2203	2188	2212	2212	2199	2206	2220	2219	1976	0	2188	4	2	3	0	4	0	1	0	0	2063	8	2062	2168	2251	2129	2145	0	2124	0	2212	1	2218	2199	2109	2065	6	6	1	2066	2098	2221	2065	2	2092	2044	2066	5	2175	0	2	2	2209	7	6	3	2219	2113	2219	2250	2054	8	2236	2264	2195	5	11	3	2092	5	2205	2159	2202	1970	2208	2073	2209	2246	2210	2046	2187	9	2212	2208	2055	5	2048	2047	2048	2192	14	2209	2256	2201	2204	2048	2047	2215	2010	2047	2217	2207	1976	5	2236	2181	2055	2027	2047	2209	3087	2074	2209	2139	2209	2162	2111	2535	2204	2204	2193	2172	2208	2235	2183	2234	2222	2133	2208	1983	2053	2242	2244	2124	3	2248	2209	3	2269	2212	2189	2226	2423	2241	0	2073	10	2251	2245	2264	2083	2105	9	2180	2065	2173	5	2266	12	2200	2208	2275	2208	2125	2	59	2242	4	1981	3	2106	2208	9	7	2069	2221	2269	18	2205	2199	3114	22	2224	47	2210	15	2078	2214	1983	8	2071	14	2148	13	2224	2331	7	2174	1976	2226	2228	2252	2178	2223	2105	2239	2169	3	2033	9	2253	3	2176	9	18	44	12	4	2085	16	9	2056	2158	1986	11	2146	18	9	10	2231	11	11	2180	11	2190	14	2101	12	2105	12	2215	6	2052	2232	2206	2079
Kleb_pneu_BIDMC_60_V1	7	2168	11	2242	12	1972	13	2237	13	2537	8	2205	2190	2214	2214	2201	2208	2222	2221	1978	2	2190	6	4	5	2	6	2	3	2	2	2065	10	2064	2170	2253	2131	2147	2	2126	2	2214	3	2220	2201	2111	2067	8	8	3	2068	2100	2223	2067	4	2094	2046	2068	7	2177	2	0	0	2211	9	8	5	2221	2115	2221	2252	2056	10	2238	2266	2197	7	13	5	2094	7	2207	2161	2204	1972	2210	2075	2211	2248	2212	2048	2189	11	2214	2210	2057	7	2050	2049	2050	2194	16	2211	2258	2203	2206	2050	2049	2217	2012	2049	2219	2209	1978	7	2238	2183	2057	2029	2049	2211	3089	2076	2211	2141	2211	2164	2113	2537	2206	2206	2195	2174	2210	2237	2185	2236	2224	2135	2210	1985	2055	2244	2246	2126	5	2250	2211	5	2271	2214	2191	2228	2425	2243	2	2075	12	2253	2247	2266	2085	2107	11	2182	2067	2175	7	2268	14	2202	2210	2277	2210	2127	2	61	2244	6	1983	5	2108	2210	11	9	2071	2223	2271	20	2207	2201	3116	24	2226	49	2212	17	2080	2216	1985	10	2073	16	2150	15	2226	2333	9	2176	1978	2228	2230	2254	2180	2225	2107	2241	2171	5	2035	11	2255	5	2178	11	20	46	14	6	2087	18	11	2058	2160	1988	13	2148	20	11	12	2233	13	13	2182	13	2192	16	2103	14	2107	14	2217	8	2054	2234	2208	2081
